ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Bacteria	Type_of_Protein2
WP_110479014	225456	QueFN	NADPH-dependent_7-cyano-7-deazaguanine_reductase_QueF,_N-terminal_domain_[Translation,_ribosomal_structure_and_biogenesis].	58.088	4.56e-66	199	COG2904	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10300043	51.449	8.78e-93	275	Essential	32977.1	6.4343	0.651	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	NADPH-dependent_7-cyano-7-deazaguanine_reductase_QueF_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.371651	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479015	225846	VapD	Virulence-associated_protein_VapD_(function_unknown)_[Function_unknown].	52.688	3.63e-42	132	COG3309	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	16531.71	5.6145	0.643	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	VapD_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.430642	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479016	227882	COG5595	Predicted__nucleic_acid-binding_protein,_contains_Zn-ribbon_domain_[General_function_prediction_only].	63.077	9.92e-137	382	COG5595	R	R	E0E0E0	General_function_prediction_only	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	29661.31	4.6921	0.661	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	Zn-ribbon-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.663716	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479017	225640	YqcC	Uncharacterized_conserved_protein_YqcC,_DUF446_family_[Function_unknown].	46.154	5.4e-37	118	COG3098	S	S	CCCCCC	Function_unknown	GLOB	1	0	0	0	0	0	DEG10050522	60.577	5.8e-38	122	Essential	12812.77	4.3091	0.975	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	YqcC_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.271321	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479018	223638	RluA	Pseudouridylate_synthase,_23S_rRNA-_or_tRNA-specific_[Translation,_ribosomal_structure_and_biogenesis].	39.648	2.32e-76	229	COG0564	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140111	28.279	2.92e-26	102	Essential	28112.3	9.5733	0.394	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001231937.3	31.088	3.08e-13	69.7	Gallus gallus	Host Homologue	tRNA_pseudouridine(65)_synthase_TruC_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.407653	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479020	225477	SbcB	Exonuclease_I_[Replication,_recombination_and_repair].	62.712	0	846	COG2925	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10300073	46.882	1.51e-142	416	Essential	54971.41	5.4016	0.534	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	exodeoxyribonuclease_I_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.343208	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479021	-	-	-	-	-	-	-	-	-	-	-	TM	5	0	6	0	10	0	DEG10430249	35.644	1.48e-31	116	Essential	32220.01	10.132	0.207	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DMT_family_transporter_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.437158	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110479022	225638	MukB	Chromosome_condensin_MukBEF,_ATPase_and_DNA-binding_subunit_MukB_[Escherichia_coli_str._K-12_substr._MG1655_[Cell_cycle_control,_cell_division,_chromosome_partitioning].	68.686	0	2406	COG3096	D	D	FCFCDC	Cell_cycle_control,_cell_division,_chromosome_partitioning	GLOB	1	0	0	0	0	0	DEG10600122	62.875	0	1839	Essential	173151.39	4.931	0.752	< 8	> 100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	chromosome_partition_protein_MukB_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.348446	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479023	225551	MukF	Chromosome_condensin_MukBEF_complex,_kleisin-like_MukF_subunit_[Cell_cycle_control,_cell_division,_chromosome_partitioning].	68.864	0	783	COG3006	D	D	FCFCDC	Cell_cycle_control,_cell_division,_chromosome_partitioning	GLOB	1	0	0	0	0	0	DEG10600120	62.585	0	587	Essential	50992.2	4.396	0.894	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	chromosome_partition_protein_MukF_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.390311	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479024	223115	TilS	tRNA(Ile)-lysidine_synthase_TilS/MesJ_[Translation,_ribosomal_structure_and_biogenesis].	32.881	2.94e-75	230	COG0037	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10030284	71	2.59e-163	456	Essential	36248.79	6.8336	0.418	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	tRNA_2-thiocytidine(32)_synthetase_TtcA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.253521	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479025	223862	Spr	Cell_wall-associated_hydrolase,_NlpC_family_[Cell_wall/membrane/envelope_biogenesis].	44.186	2.59e-39	129	COG0791	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10310213	60.909	2.17e-42	137	Essential	18747.4	10.5622	0.265	> 8	< 50 kDa	VFG043441(gb|WP_002287386)	34.884	1.42e-09	55.8	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	NlpC/P60_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.605203	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Lipoprotein
WP_110479026	223150	PheT	Phenylalanyl-tRNA_synthetase_beta_subunit_[Translation,_ribosomal_structure_and_biogenesis].	47.793	0	750	COG0072	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10290191	60	0	1006	Essential	86992.82	4.9503	0.564	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phenylalanine--tRNA_ligase_subunit_beta_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.28305	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479027	223638	RluA	Pseudouridylate_synthase,_23S_rRNA-_or_tRNA-specific_[Translation,_ribosomal_structure_and_biogenesis].	36.735	5.41e-63	195	COG0564	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10050020	69.626	5.04e-108	309	Essential	26310.61	10.22	0.374	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_040557447.1	26.875	6.78e-10	60.1	Gallus gallus	Host Homologue	TIGR01621_family_pseudouridine_synthase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.534042	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479028	224419	Cls	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin_synthase_or_related_enzyme_[Lipid_transport_and_metabolism].	33.85	1.24e-98	301	COG1502	I	I	DCCCFC	Lipid_transport_and_metabolism	TM	2	0	2	0	3	0	DEG10140256	27.294	8.18e-43	158	Essential	55684.99	8.1543	0.327	> 8	50-100 kDa	VFG037201(gb|WP_000079186)	25.683	4.78e-10	61.6	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cardiolipin_synthase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.482531	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110479029	223483	PhoE	Broad_specificity_phosphatase_PhoE_[Carbohydrate_transport_and_metabolism].	34.272	3.33e-49	157	COG0406	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10470182	33.158	2.29e-27	102	Essential	24487.53	6.4096	0.47	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_024998268.2	30	3.85e-07	51.2	Gallus gallus	Host Homologue	histidine_phosphatase_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.470411	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479030	223859	PurU	Formyltetrahydrofolate_hydrolase_[Nucleotide_transport_and_metabolism].	51.418	9.6e-154	427	COG0788	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10570189	36.649	2.41e-31	115	Essential	31804.95	7.0039	0.546	< 8	< 50 kDa	VFG021856(gb|WP_029104465)	28.676	5.45e-11	62	Probable Virulence Factor	XP_046757608.1	29.358	1.57e-24	104	Gallus gallus	Host Homologue	formyltetrahydrofolate_deformylase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.261733	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479031	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	47191.02	7.8693	0.443	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ROK_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.330034	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479032	223096	AsnS	Aspartyl/asparaginyl-tRNA_synthetase_[Translation,_ribosomal_structure_and_biogenesis].	48.511	0	616	COG0017	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10070078	34.177	1.77e-79	253	Essential	52948	4.874	0.66	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	NP_001006528.2	28.228	1.35e-29	122	Gallus gallus	Host Homologue	asparagine--tRNA_ligase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.327951	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479036	223220	IspA	Geranylgeranyl_pyrophosphate_synthase_[Coenzyme_transport_and_metabolism].	38.739	2.54e-96	284	COG0142	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10030075	29.457	2.62e-24	100	Essential	32219.72	5.3229	0.737	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_046777831.1	32.044	4.65e-12	66.2	Gallus gallus	Host Homologue	(2E,6E)-farnesyl_diphosphate_synthase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.460382	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479038	224442	YncB	Endonuclease_YncB,_thermonuclease_family_[Replication,_recombination_and_repair].	29.944	2.28e-33	114	COG1525	L	L	FCDCDC	Replication,_recombination_and_repair	SP	0	0	1	0	0	1	DEG10560250	36.364	3.88e-27	99.4	Essential	20972.24	10.5429	0.691	> 8	< 50 kDa	VFG004729(gb|WP_011275873)	33.594	6.64e-10	55.5	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	thermonuclease_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.614295	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479039	223340	FolA	Dihydrofolate_reductase_[Coenzyme_transport_and_metabolism].	45.562	9.01e-54	165	COG0262	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10280411	38.356	4.68e-29	104	Essential	18975.98	5.2534	0.5	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025000494.1	36.806	2.05e-12	62.8	Gallus gallus	Host Homologue	type_3_dihydrofolate_reductase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.294368	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479040	223120	DusA	tRNA-dihydrouridine_synthase_[Translation,_ribosomal_structure_and_biogenesis].	33.934	1.47e-113	329	COG0042	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10050204	84.735	0	586	Essential	37957.32	6.9862	0.501	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015131276.1	28.054	1.1e-09	60.5	Gallus gallus	Host Homologue	tRNA_dihydrouridine(20/20a)_synthase_DusA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.314411	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479041	223116	ClcA	H+/Cl-_antiporter_ClcA_[Inorganic_ion_transport_and_metabolism].	32.889	7.61e-69	223	COG0038	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	TM	4	0	3	0	6	0	DEG10050203	65.041	7.96e-42	144	Essential	51293.28	10.2476	0.207	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_004940986.2	25.182	1.6e-09	62	Gallus gallus	Host Homologue	chloride_channel_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.411963	Non-Adhesin	ANTIGEN	Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110479043	223883	DeoD	Purine-nucleoside_phosphorylase_[Nucleotide_transport_and_metabolism].	70.638	6.04e-154	424	COG0813	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10140253	40.426	1.13e-53	172	Essential	25896.81	5.1415	0.604	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	purine-nucleoside_phosphorylase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.4622	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479044	223947	DeoB	Phosphopentomutase_[Carbohydrate_transport_and_metabolism].	63.659	0	657	COG1015	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10140102	36.74	3.08e-75	239	Essential	45631.34	4.7967	0.689	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phosphopentomutase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.353254	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479045	224883	NupC	Nucleoside_permease_NupC_[Nucleotide_transport_and_metabolism].	61.298	0	526	COG1972	F	F	DCECFC	Nucleotide_transport_and_metabolism	TM	5	0	6	0	10	0	DEG10470250	28.434	4.12e-43	155	Essential	43652.07	8.3973	0.185	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_040562478.1	38.208	1.53e-88	283	Gallus gallus	Host Homologue	NupC/NupG_family_nucleoside_CNT_transporter_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.384397	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110479046	225633	SprT	Predicted_Zn-dependent_metalloprotease,_SprT_family_[General_function_prediction_only].	47.682	1.33e-60	182	COG3091	R	R	E0E0E0	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10050422	63.758	5.03e-72	213	Essential	20248.8	9.9768	0.522	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	SprT_family_zinc-dependent_metalloprotease_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.311178	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479047	-	-	-	-	-	-	-	-	-	-	-	BETA	0	5	4	8	0	1	DEG10550088	40.223	1.36e-29	107	Essential	21822.54	9.1485	0.126	> 8	< 50 kDa	VFG037153(gb|WP_002225511)	39.779	6.34e-29	105	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	opacity_family_porin_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	OuterMembrane	Exposed	SP	0.79057	Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Beta Barrel
WP_110479048	223403	HtpG	Molecular_chaperone,_HSP90_family_[Posttranslational_modification,_protein_turnover,_chaperones].	66.933	0	978	COG0326	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10260005	75.321	0	976	Essential	71319.67	4.8623	0.704	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	NP_001006175.2	35.748	9.79e-124	383	Gallus gallus	Host Homologue	molecular_chaperone_HtpG_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.304096	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479049	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	9607.19	9.2811	0.373	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.48595	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Lipoprotein
WP_110479050	225002	Sfp	Phosphopantetheinyl_transferase_[Coenzyme_transport_and_metabolism].	29.31	2.51e-39	133	COG2091	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050072	47.458	6.72e-67	206	Essential	28191.22	7.8312	0.394	< 8	< 50 kDa	VFG044305(gb|WP_000071884)	34.783	2.16e-13	67.4	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	4'-phosphopantetheinyl_transferase_superfamily_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.537022	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479051	223198	RpiA	Ribose_5-phosphate_isomerase_[Carbohydrate_transport_and_metabolism].	56.808	2.87e-103	295	COG0120	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10580183	38.288	3.41e-32	115	Essential	23136.74	4.5537	0.456	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001026341.2	35.556	1.51e-30	115	Gallus gallus	Host Homologue	ribose-5-phosphate_isomerase_RpiA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.486464	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479052	223189	SerA	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase_[Coenzyme_transport_and_metabolism,_General_function_prediction_only].	43.505	2.86e-129	372	COG0111	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10670205	31.724	9.57e-25	103	Essential	44445.97	6.4307	0.342	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001383959.1	37.888	1.25e-23	102	Gallus gallus	Host Homologue	phosphoglycerate_dehydrogenase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.284639	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479053	224475	YceG	Cell_division_protein_YceG,_involved_in_septum_cleavage_[Cell_cycle_control,_cell_division,_chromosome_partitioning].	43.396	1.28e-146	414	COG1559	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10220077	31.439	7.88e-27	108	Essential	39427.57	9.4249	0.403	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	endolytic_transglycosylase_MltG_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.567559	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479054	223203	Tmk	Thymidylate_kinase_[Nucleotide_transport_and_metabolism].	48.571	3.76e-86	250	COG0125	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10640182	33.981	5.54e-30	109	Essential	23361.64	4.8543	0.702	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001265279.1	27.638	3.97e-09	55.8	Gallus gallus	Host Homologue	dTMP_kinase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.291861	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479056	223162	TatD	Tat_protein_secretion_system_quality_control_protein_TatD_(DNase_activity)__[Cell_motility].	50	1.08e-120	342	COG0084	N	N	DCFCAC	Cell_motility	GLOB	1	0	0	0	0	0	DEG10180608	28.295	6.22e-32	117	Essential	29465.62	5.355	0.786	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_040553785.1	33.582	3.34e-27	111	Gallus gallus	Host Homologue	YchF/TatD_family_DNA_exonuclease_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.414889	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479057	224173	TlyC	Hemolysin_or_related_protein,_contains_CBS_domains_[General_function_prediction_only].	36.49	1.48e-138	400	COG1253	R	R	E0E0E0	General_function_prediction_only	TM	2	0	2	0	3	0	-	-	-	-	Non Essential	48019.89	4.5229	0.77	< 8	< 50 kDa	VFG038902(gb|WP_011898555)	52.471	1.98e-165	472	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hemolysin_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.390404	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110479058	224119	PriA	Primosomal_protein_N'_(replication_factor_Y)_-_superfamily_II_helicase_[Replication,_recombination_and_repair].	47.011	0	935	COG1198	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10270254	25.761	5.59e-22	100	Essential	82725.59	8.5388	0.333	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	primosomal_protein_N'_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.391167	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479059	224952	YedY	Periplasmic_DMSO/TMAO_reductase_YedYZ,_molybdopterin-dependent_catalytic_subunit_[Energy_production_and_conversion].	40.138	2.29e-90	268	COG2041	C	C	BCFCFC	Energy_production_and_conversion	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	36368.52	8.057	0.211	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	protein-methionine-sulfoxide_reductase_catalytic_subunit_MsrP_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	TAT	0.36658	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
